0.28672, 0.29706, 0.30824, 0.32060, 0.33404, 0.34814, 0.36227, 0.37570, 0.38762, 0.39730, 0.40407, 0.40742, 0.40700, 0.40265, 0.39442, 0.38256, 0.36753, 0.34993, 0.33051, 0.31008, 0.28949, 0.26953, 0.25086, 0.23389, 0.21871, 0.20494, 0.19208, 0.18085, 0.17209, 0.16639, 0.16410, 0.16533, 0.17002, 0.17793, 0.18868, 0.20179, 0.21668, 0.23270, 0.24917, 0.26539, 0.28068, 0.29441, 0.30600, 0.31496, 0.32093, 0.32369, 0.32321, 0.31962, 0.31331, 0.30491, 0.29533, 0.28575, 0.27736, 0.27108, 0.26752, 0.26707, 0.26989, 0.27592, 0.28494, 0.29660, 0.31041, 0.32579, 0.34211, 0.35867, 0.37480, 0.38980, 0.40303, 0.41391, 0.42194, 0.42676, 0.42812, 0.42596, 0.42040, 0.41178, 0.40069, 0.38797, 0.37434, 0.35930, 0.34247, 0.32392, 0.30409, 0.28363, 0.26333, 0.24402, 0.22654, 0.21162, 0.19986, 0.19173, 0.18746, 0.18712, 0.19054, 0.19738, 0.20711, 0.21907, 0.23253, 0.24668, 0.26080, 0.27424, 0.28659, 0.29775, 0.30805, 0.31795, 0.32665, 0.33324, 0.33709, 0.33781, 0.33526, 0.32949, 0.32071, 0.30928, 0.29569, 0.28052, 0.26439, 0.24800, 0.23205, 0.21720, 0.20411, 0.19336, 0.18544, 0.18072, 0.17945, 0.18168, 0.18730, 0.19596, 0.20708, 0.21982, 0.23345, 0.24848, 0.26529, 0.28379, 0.30357, 0.32397, 0.34419, 0.36340, 0.38078, 0.39558, 0.40720, 0.41518, 0.41929, 0.41946, 0.41585, 0.40881, 0.39887, 0.38668, 0.37298, 0.35858, 0.34420, 0.33049, 0.31786, 0.30640, 0.29579, 0.28557, 0.27654, 0.26961, 0.26542, 0.26434, 0.26652, 0.27192, 0.28031, 0.29135, 0.30454, 0.31931, 0.33502, 0.35098, 0.36652, 0.38093, 0.39358, 0.40389, 0.41136, 0.41563, 0.41645, 0.41376, 0.40768, 0.39855, 0.38696, 0.37375, 0.36005, 0.34697, 0.33538, 0.32590, 0.31891, 0.31459, 0.31294, 0.31380, 0.31687, 0.32176, 0.32799, 0.33500, 0.34222, 0.34906, 0.35492, 0.35926, 0.36160, 0.36152, 0.35872, 0.35302, 0.34440, 0.33301, 0.31919, 0.30351
0.27405, 0.28441, 0.29568, 0.30824, 0.32205, 0.33671, 0.35159, 0.36595, 0.37900, 0.38997, 0.39817, 0.40304, 0.40422, 0.40149, 0.39488, 0.38460, 0.37106, 0.35484, 0.33665, 0.31730, 0.29760, 0.27836, 0.26023, 0.24365, 0.22875, 0.21520, 0.20254, 0.19150, 0.18294, 0.17744, 0.17533, 0.17674, 0.18160, 0.18968, 0.20059, 0.21385, 0.22888, 0.24503, 0.26162, 0.27795, 0.29334, 0.30716, 0.31883, 0.32786, 0.33389, 0.33671, 0.33627, 0.33273, 0.32645, 0.31808, 0.30853, 0.29898, 0.29061, 0.28435, 0.28081, 0.28037, 0.28319, 0.28921, 0.29822, 0.30984, 0.32361, 0.33894, 0.35519, 0.37168, 0.38772, 0.40262, 0.41574, 0.42650, 0.43441, 0.43909, 0.44032, 0.43801, 0.43230, 0.42352, 0.41227, 0.39939, 0.38560, 0.37040, 0.35341, 0.33471, 0.31472, 0.29411, 0.27367, 0.25423, 0.23661, 0.22157, 0.20970, 0.20146, 0.19710, 0.19666, 0.20001, 0.20678, 0.21645, 0.22837, 0.24179, 0.25592, 0.27001, 0.28344, 0.29579, 0.30695, 0.31725, 0.32716, 0.33585, 0.34244, 0.34628, 0.34700, 0.34445, 0.33866, 0.32987, 0.31843, 0.30483, 0.28964, 0.27349, 0.25708, 0.24110, 0.22623, 0.21312, 0.20234, 0.19439, 0.18964, 0.18834, 0.19054, 0.19613, 0.20477, 0.21587, 0.22858, 0.24218, 0.25718, 0.27396, 0.29243, 0.31218, 0.33255, 0.35275, 0.37193, 0.38928, 0.40406, 0.41565, 0.42362, 0.42770, 0.42785, 0.42422, 0.41717, 0.40720, 0.39499, 0.38128, 0.36686, 0.35246, 0.33873, 0.32607, 0.31459, 0.30396, 0.29370, 0.28458, 0.27744, 0.27289, 0.27128, 0.27275, 0.27727, 0.28464, 0.29450, 0.30640, 0.31980, 0.33410, 0.34865, 0.36280, 0.37590, 0.38733, 0.39657, 0.40312, 0.40665, 0.40693, 0.40388, 0.39763, 0.38849, 0.37700, 0.36396, 0.35044, 0.33754, 0.32614, 0.31683, 0.31001, 0.30585, 0.30435, 0.30535, 0.30856, 0.31357, 0.31991, 0.32701, 0.33432, 0.34122, 0.34715, 0.35154, 0.35392, 0.35386, 0.35108, 0.34540, 0.33679, 0.32540, 0.31158, 0.29590
0.26100, 0.27137, 0.28272, 0.29550, 0.30968, 0.32489, 0.34052, 0.35582, 0.36999, 0.38223, 0.39185, 0.39825, 0.40102, 0.39992, 0.39492, 0.38621, 0.37416, 0.35931, 0.34235, 0.32406, 0.30526, 0.28673, 0.26914, 0.25296, 0.23833, 0.22499, 0.21253, 0.20169, 0.19332, 0.18799, 0.18605, 0.18762, 0.19262, 0.20083, 0.21187, 0.22525, 0.24039, 0.25664, 0.27333, 0.28976, 0.30525, 0.31916, 0.33092, 0.34004, 0.34616, 0.34906, 0.34870, 0.34523, 0.33903, 0.33073, 0.32124, 0.31176, 0.30346, 0.29726, 0.29377, 0.29338, 0.29624, 0.30229, 0.31131, 0.32294, 0.33670, 0.35201, 0.36824, 0.38469, 0.40068, 0.41552, 0.42857, 0.43925, 0.44707, 0.45165, 0.45277, 0.45036, 0.44454, 0.43565, 0.42428, 0.41128, 0.39738, 0.38206, 0.36495, 0.34613, 0.32604, 0.30531, 0.28475, 0.26519, 0.24746, 0.23230, 0.22032, 0.21196, 0.20749, 0.20695, 0.21020, 0.21687, 0.22646, 0.23831, 0.25166, 0.26574, 0.27980, 0.29320, 0.30554, 0.31669, 0.32700, 0.33690, 0.34560, 0.35218, 0.35602, 0.35673, 0.35416, 0.34835, 0.33953, 0.32805, 0.31440, 0.29915, 0.28294, 0.26646, 0.25039, 0.23544, 0.22223, 0.21135, 0.20331, 0.19847, 0.19707, 0.19919, 0.20469, 0.21325, 0.22427, 0.23692, 0.25044, 0.26538, 0.28209, 0.30049, 0.32018, 0.34048, 0.36063, 0.37976, 0.39707, 0.41182, 0.42339, 0.43134, 0.43542, 0.43557, 0.43195, 0.42490, 0.41495, 0.40274, 0.38904, 0.37462, 0.36022, 0.34648, 0.33381, 0.32231, 0.31165, 0.30136, 0.29214, 0.28478, 0.27987, 0.27774, 0.27852, 0.28218, 0.28853, 0.29724, 0.30789, 0.31997, 0.33291, 0.34610, 0.35892, 0.37077, 0.38106, 0.38928, 0.39499, 0.39785, 0.39764, 0.39430, 0.38793, 0.37881, 0.36747, 0.35465, 0.34135, 0.32867, 0.31747, 0.30835, 0.30171, 0.29771, 0.29635, 0.29746, 0.30075, 0.30582, 0.31220, 0.31932, 0.32663, 0.33351, 0.33940, 0.34376, 0.34608, 0.34598, 0.34316, 0.33743, 0.32878, 0.31736, 0.30353, 0.28784
0.24734, 0.25773, 0.26917, 0.28216, 0.29670, 0.31245, 0.32882, 0.34505, 0.36033, 0.37384, 0.38486, 0.39277, 0.39711, 0.39762, 0.39422, 0.38706, 0.37648, 0.36299, 0.34725, 0.33001, 0.31209, 0.29427, 0.27721, 0.26142, 0.24707, 0.23394, 0.22167, 0.21101, 0.20281, 0.19763, 0.19582, 0.19749, 0.20259, 0.21087, 0.22198, 0.23542, 0.25062, 0.26693, 0.28369, 0.30020, 0.31577, 0.32978, 0.34164, 0.35088, 0.35712, 0.36016, 0.35994, 0.35660, 0.35054, 0.34238, 0.33303, 0.32369, 0.31553, 0.30945, 0.30609, 0.30581, 0.30877, 0.31491, 0.32401, 0.33571, 0.34952, 0.36487, 0.38112, 0.39759, 0.41358, 0.42842, 0.44146, 0.45212, 0.45992, 0.46448, 0.46557, 0.46312, 0.45726, 0.44833, 0.43692, 0.42388, 0.40994, 0.39458, 0.37744, 0.35858, 0.33843, 0.31765, 0.29702, 0.27739, 0.25957, 0.24430, 0.23221, 0.22372, 0.21911, 0.21843, 0.22153, 0.22806, 0.23751, 0.24923, 0.26248, 0.27646, 0.29045, 0.30381, 0.31611, 0.32726, 0.33756, 0.34746, 0.35616, 0.36274, 0.36657, 0.36726, 0.36466, 0.35882, 0.34994, 0.33838, 0.32463, 0.30925, 0.29290, 0.27626, 0.26001, 0.24486, 0.23144, 0.22036, 0.21210, 0.20704, 0.20544, 0.20736, 0.21269, 0.22108, 0.23195, 0.24444, 0.25782, 0.27260, 0.28917, 0.30743, 0.32699, 0.34718, 0.36722, 0.38627, 0.40352, 0.41822, 0.42978, 0.43773, 0.44183, 0.44201, 0.43844, 0.43145, 0.42156, 0.40942, 0.39577, 0.38139, 0.36703, 0.35330, 0.34063, 0.32911, 0.31843, 0.30811, 0.29878, 0.29122, 0.28595, 0.28331, 0.28341, 0.28624, 0.29161, 0.29922, 0.30869, 0.31952, 0.33118, 0.34311, 0.35473, 0.36544, 0.37472, 0.38206, 0.38705, 0.38936, 0.38878, 0.38524, 0.37884, 0.36984, 0.35872, 0.34618, 0.33318, 0.32078, 0.30984, 0.30096, 0.29451, 0.29066, 0.28940, 0.29057, 0.29388, 0.29891, 0.30521, 0.31221, 0.31937, 0.32608, 0.33178, 0.33593, 0.33806, 0.33777, 0.33478, 0.32891, 0.32015, 0.30865, 0.29477, 0.27906
0.23304, 0.24344, 0.25496, 0.26815, 0.28305, 0.29934, 0.31643, 0.33356, 0.34992, 0.36468, 0.37707, 0.38646, 0.39233, 0.39441, 0.39257, 0.38693, 0.37779, 0.36563, 0.35107, 0.33487, 0.31782, 0.30068, 0.28415, 0.26873, 0.25465, 0.24172, 0.22964, 0.21916, 0.21110, 0.20603, 0.20429, 0.20601, 0.21112, 0.21940, 0.23049, 0.24392, 0.25910, 0.27542, 0.29220, 0.30875, 0.32440, 0.33850, 0.35050, 0.35989, 0.36631, 0.36955, 0.36954, 0.36644, 0.36061, 0.35268, 0.34356, 0.33445, 0.32652, 0.32067, 0.31751, 0.31743, 0.32057, 0.32687, 0.33612, 0.34795, 0.36189, 0.37734, 0.39369, 0.41024, 0.42630, 0.44121, 0.45431, 0.46503, 0.47288, 0.47749, 0.47863, 0.47624, 0.47045, 0.46158, 0.45024, 0.43727, 0.42340, 0.40810, 0.39102, 0.37222, 0.35212, 0.33136, 0.31073, 0.29107, 0.27320, 0.25785, 0.24563, 0.23700, 0.23222, 0.23135, 0.23424, 0.24056, 0.24980, 0.26133, 0.27439, 0.28823, 0.30210, 0.31537, 0.32763, 0.33875, 0.34906, 0.35896, 0.36766, 0.37423, 0.37805, 0.37873, 0.37609, 0.37018, 0.36121, 0.34953, 0.33562, 0.32004, 0.30346, 0.28654, 0.26999, 0.25450, 0.24074, 0.22929, 0.22066, 0.21525, 0.21329, 0.21488, 0.21989, 0.22799, 0.23859, 0.25083, 0.26396, 0.27849, 0.29481, 0.31284, 0.33218, 0.35217, 0.37204, 0.39096, 0.40812, 0.42277, 0.43430, 0.44228, 0.44644, 0.44671, 0.44325, 0.43639, 0.42663, 0.41462, 0.40110, 0.38682, 0.37253, 0.35885, 0.34620, 0.33467, 0.32397, 0.31361, 0.30418, 0.29641, 0.29080, 0.28765, 0.28710, 0.28913, 0.29358, 0.30017, 0.30853, 0.31822, 0.32874, 0.33955, 0.35010, 0.35985, 0.36827, 0.37490, 0.37934, 0.38126, 0.38047, 0.37689, 0.37059, 0.36182, 0.35103, 0.33887, 0.32625, 0.31422, 0.30361, 0.29502, 0.28880, 0.28510, 0.28392, 0.28509, 0.28831, 0.29319, 0.29925, 0.30596, 0.31277, 0.31911, 0.32441, 0.32816, 0.32990, 0.32925, 0.32593, 0.31978, 0.31081, 0.29917, 0.28519, 0.26945
0.21815, 0.22857, 0.24017, 0.25355, 0.26880, 0.28560, 0.30338, 0.32140, 0.33880, 0.35475, 0.36846, 0.37926, 0.38663, 0.39021, 0.38988, 0.38570, 0.37794, 0.36706, 0.35365, 0.33845, 0.32222, 0.30575, 0.28973, 0.27468, 0.26085, 0.24812, 0.23623, 0.22590, 0.21795, 0.21294, 0.21121, 0.21289, 0.21793, 0.22612, 0.23710, 0.25041, 0.26550, 0.28175, 0.29849, 0.31504, 0.33074, 0.34495, 0.35710, 0.36670, 0.37337, 0.37688, 0.37718, 0.37441, 0.36892, 0.36134, 0.35257, 0.34380, 0.33621, 0.33068, 0.32784, 0.32805, 0.33145, 0.33801, 0.34748, 0.35952, 0.37364, 0.38926, 0.40576, 0.42246, 0.43866, 0.45370, 0.46693, 0.47778, 0.48578, 0.49053, 0.49183, 0.48961, 0.48398, 0.47530, 0.46415, 0.45137, 0.43770, 0.42260, 0.40570, 0.38708, 0.36713, 0.34649, 0.32595, 0.30633, 0.28844, 0.27302, 0.26069, 0.25189, 0.24689, 0.24577, 0.24838, 0.25441, 0.26336, 0.27460, 0.28741, 0.30103, 0.31473, 0.32788, 0.34007, 0.35116, 0.36146, 0.37137, 0.38007, 0.38664, 0.39046, 0.39111, 0.38843, 0.38244, 0.37335, 0.36150, 0.34737, 0.33152, 0.31460, 0.29729, 0.28031, 0.26435, 0.25007, 0.23809, 0.22892, 0.22297, 0.22050, 0.22159, 0.22614, 0.23381, 0.24401, 0.25587, 0.26862, 0.28277, 0.29873, 0.31641, 0.33542, 0.35512, 0.37475, 0.39348, 0.41050, 0.42508, 0.43660, 0.44463, 0.44889, 0.44931, 0.44604, 0.43939, 0.42985, 0.41806, 0.40473, 0.39063, 0.37647, 0.36288, 0.35026, 0.33874, 0.32801, 0.31761, 0.30808, 0.30010, 0.29415, 0.29052, 0.28936, 0.29063, 0.29422, 0.29987, 0.30724, 0.31591, 0.32543, 0.33528, 0.34495, 0.35392, 0.36170, 0.36782, 0.37191, 0.37365, 0.37283, 0.36937, 0.36333, 0.35493, 0.34459, 0.33293, 0.32081, 0.30925, 0.29907, 0.29083, 0.28487, 0.28134, 0.28020, 0.28130, 0.28434, 0.28892, 0.29459, 0.30082, 0.30708, 0.31281, 0.31748, 0.32059, 0.32172, 0.32050, 0.31668, 0.31012, 0.30082, 0.28895, 0.27484, 0.25903
0.20286, 0.21329, 0.22498, 0.23854, 0.25411, 0.27140, 0.28984, 0.30868, 0.32707, 0.34415, 0.35911, 0.37125, 0.38001, 0.38503, 0.38612, 0.38332, 0.37687, 0.36720, 0.35488, 0.34062, 0.32518, 0.30934, 0.29380, 0.27910, 0.26553, 0.25299, 0.24126, 0.23107, 0.22320, 0.21820, 0.21641, 0.21797, 0.22284, 0.23081, 0.24158, 0.25467, 0.26957, 0.28566, 0.30230, 0.31882, 0.33455, 0.34887, 0.36120, 0.37104, 0.37803, 0.38192, 0.38263, 0.38030, 0.37527, 0.36816, 0.35986, 0.35157, 0.34444, 0.33935, 0.33693, 0.33753, 0.34129, 0.34817, 0.35794, 0.37025, 0.38461, 0.40046, 0.41717, 0.43406, 0.45046, 0.46569, 0.47912, 0.49018, 0.49839, 0.50338, 0.50494, 0.50299, 0.49766, 0.48930, 0.47847, 0.46603, 0.45270, 0.43794, 0.42137, 0.40305, 0.38338, 0.36298, 0.34261, 0.32309, 0.30524, 0.28978, 0.27732, 0.26833, 0.26307, 0.26163, 0.26389, 0.26953, 0.27810, 0.28896, 0.30143, 0.31476, 0.32822, 0.34121, 0.35330, 0.36435, 0.37465, 0.38455, 0.39326, 0.39984, 0.40365, 0.40429, 0.40157, 0.39550, 0.38627, 0.37422, 0.35982, 0.34362, 0.32628, 0.30847, 0.29092, 0.27433, 0.25939, 0.24671, 0.23682, 0.23015, 0.22698, 0.22740, 0.23132, 0.23840, 0.24806, 0.25939, 0.27162, 0.28527, 0.30072, 0.31792, 0.33649, 0.35580, 0.37510, 0.39357, 0.41041, 0.42490, 0.43642, 0.44452, 0.44894, 0.44958, 0.44657, 0.44022, 0.43100, 0.41952, 0.40649, 0.39263, 0.37866, 0.36520, 0.35265, 0.34114, 0.33039, 0.31995, 0.31032, 0.30214, 0.29585, 0.29177, 0.29001, 0.29059, 0.29338, 0.29818, 0.30467, 0.31248, 0.32115, 0.33024, 0.33923, 0.34764, 0.35499, 0.36083, 0.36480, 0.36656, 0.36592, 0.36278, 0.35717, 0.34930, 0.33955, 0.32851, 0.31701, 0.30605, 0.29640, 0.28859, 0.28294, 0.27958, 0.27848, 0.27945, 0.28221, 0.28636, 0.29146, 0.29701, 0.30250, 0.30739, 0.31118, 0.31342, 0.31371, 0.31171, 0.30719, 0.30006, 0.29031, 0.27813, 0.26384, 0.24795
0.18742, 0.19787, 0.20963, 0.22336, 0.23923, 0.25697, 0.27602, 0.29562, 0.31492, 0.33305, 0.34916, 0.36254, 0.37260, 0.37893, 0.38134, 0.37982, 0.37459, 0.36604, 0.35472, 0.34134, 0.32663, 0.31139, 0.29630, 0.28193, 0.26859, 0.25623, 0.24467, 0.23459, 0.22676, 0.22171, 0.21978, 0.22112, 0.22571, 0.23337, 0.24380, 0.25656, 0.27116, 0.28701, 0.30348, 0.31991, 0.33566, 0.35009, 0.36263, 0.37278, 0.38016, 0.38451, 0.38575, 0.38398, 0.37954, 0.37303, 0.36534, 0.35765, 0.35110, 0.34658, 0.34468, 0.34577, 0.34997, 0.35725, 0.36739, 0.38001, 0.39467, 0.41078, 0.42773, 0.44486, 0.46149, 0.47695, 0.49063, 0.50195, 0.51045, 0.51577, 0.51768, 0.51612, 0.51122, 0.50331, 0.49296, 0.48101, 0.46816, 0.45389, 0.43780, 0.41994, 0.40067, 0.38061, 0.36052, 0.34119, 0.32342, 0.30794, 0.29536, 0.28615, 0.28058, 0.27876, 0.28057, 0.28574, 0.29382, 0.30422, 0.31625, 0.32920, 0.34236, 0.35514, 0.36710, 0.37811, 0.38840, 0.39830, 0.40702, 0.41362, 0.41744, 0.41808, 0.41532, 0.40918, 0.39980, 0.38754, 0.37283, 0.35623, 0.33838, 0.31998, 0.30175, 0.28440, 0.26863, 0.25508, 0.24430, 0.23673, 0.23267, 0.23225, 0.23536, 0.24170, 0.25065, 0.26132, 0.27289, 0.28587, 0.30067, 0.31726, 0.33526, 0.35407, 0.37295, 0.39109, 0.40771, 0.42209, 0.43361, 0.44182, 0.44644, 0.44738, 0.44473, 0.43878, 0.42997, 0.41891, 0.40625, 0.39272, 0.37901, 0.36573, 0.35327, 0.34178, 0.33101, 0.32052, 0.31079, 0.30241, 0.29581, 0.29128, 0.28897, 0.28890, 0.29098, 0.29503, 0.30077, 0.30784, 0.31586, 0.32436, 0.33289, 0.34096, 0.34812, 0.35393, 0.35801, 0.36004, 0.35979, 0.35716, 0.35217, 0.34499, 0.33598, 0.32570, 0.31496, 0.30472, 0.29570, 0.28841, 0.28313, 0.27998, 0.27890, 0.27969, 0.28208, 0.28568, 0.29006, 0.29474, 0.29923, 0.30305, 0.30574, 0.30687, 0.30608, 0.30308, 0.29769, 0.28982, 0.27951, 0.26693, 0.25241, 0.23642
0.17215, 0.18261, 0.19443, 0.20832, 0.22446, 0.24261, 0.26220, 0.28249, 0.30261, 0.32167, 0.33882, 0.35331, 0.36454, 0.37206, 0.37566, 0.37529, 0.37115, 0.36361, 0.35321, 0.34062, 0.32658, 0.31187, 0.29720, 0.28313, 0.27001, 0.25783, 0.24642, 0.23643, 0.22860, 0.22344, 0.22130, 0.22233, 0.22652, 0.23375, 0.24372, 0.25604, 0.27024, 0.28575, 0.30198, 0.31828, 0.33402, 0.34856, 0.36134, 0.37185, 0.37970, 0.38461, 0.38648, 0.38539, 0.38167, 0.37590, 0.36895, 0.36199, 0.35616, 0.35232, 0.35105, 0.35272, 0.35744, 0.36518, 0.37572, 0.38871, 0.40367, 0.42007, 0.43728, 0.45465, 0.47153, 0.48725, 0.50121, 0.51284, 0.52170, 0.52741, 0.52977, 0.52871, 0.52435, 0.51703, 0.50731, 0.49600, 0.48380, 0.47018, 0.45472, 0.43745, 0.41873, 0.39914, 0.37941, 0.36034, 0.34272, 0.32725, 0.31455, 0.30509, 0.29917, 0.29689, 0.29818, 0.30278, 0.31027, 0.32009, 0.33160, 0.34409, 0.35689, 0.36941, 0.38122, 0.39216, 0.40244, 0.41235, 0.42107, 0.42770, 0.43156, 0.43222, 0.42945, 0.42324, 0.41374, 0.40125, 0.38621, 0.36918, 0.35078, 0.33171, 0.31269, 0.29446, 0.27773, 0.26315, 0.25131, 0.24268, 0.23757, 0.23612, 0.23827, 0.24369, 0.25179, 0.26163, 0.27238, 0.28455, 0.29857, 0.31440, 0.33170, 0.34990, 0.36826, 0.38601, 0.40236, 0.41661, 0.42814, 0.43649, 0.44136, 0.44266, 0.44046, 0.43500, 0.42672, 0.41617, 0.40399, 0.39087, 0.37749, 0.36442, 0.35209, 0.34063, 0.32984, 0.31931, 0.30947, 0.30089, 0.29398, 0.28903, 0.28620, 0.28554, 0.28699, 0.29039, 0.29549, 0.30200, 0.30952, 0.31764, 0.32592, 0.33390, 0.34111, 0.34713, 0.35156, 0.35409, 0.35446, 0.35255, 0.34835, 0.34203, 0.33390, 0.32452, 0.31468, 0.30528, 0.29701, 0.29033, 0.28550, 0.28259, 0.28152, 0.28211, 0.28405, 0.28699, 0.29050, 0.29414, 0.29746, 0.30000, 0.30135, 0.30114, 0.29906, 0.29487, 0.28843, 0.27968, 0.26869, 0.25563, 0.24083, 0.22472
0.15737, 0.16785, 0.17973, 0.19375, 0.21013, 0.22863, 0.24869, 0.26958, 0.29041, 0.31028, 0.32834, 0.34380, 0.35603, 0.36459, 0.36922, 0.36986, 0.36667, 0.36002, 0.35041, 0.33852, 0.32507, 0.31084, 0.29654, 0.28275, 0.26983, 0.25781, 0.24654, 0.23662, 0.22875, 0.22343, 0.22098, 0.22160, 0.22531, 0.23198, 0.24137, 0.25314, 0.26683, 0.28192, 0.29783, 0.31395, 0.32965, 0.34431, 0.35736, 0.36828, 0.37667, 0.38223, 0.38484, 0.38456, 0.38169, 0.37678, 0.37070, 0.36461, 0.35962, 0.35657, 0.35604, 0.35836, 0.36367, 0.37191, 0.38289, 0.39624, 0.41153, 0.42820, 0.44566, 0.46327, 0.48039, 0.49637, 0.51061, 0.52259, 0.53183, 0.53801, 0.54089, 0.54042, 0.53673, 0.53014, 0.52119, 0.51068, 0.49929, 0.48647, 0.47179, 0.45526, 0.43721, 0.41821, 0.39896, 0.38023, 0.36280, 0.34737, 0.33455, 0.32483, 0.31850, 0.31570, 0.31638, 0.32032, 0.32712, 0.33628, 0.34716, 0.35912, 0.37149, 0.38370, 0.39533, 0.40619, 0.41646, 0.42638, 0.43513, 0.44179, 0.44571, 0.44641, 0.44367, 0.43743, 0.42782, 0.41513, 0.39978, 0.38230, 0.36331, 0.34351, 0.32364, 0.30443, 0.28663, 0.27090, 0.25786, 0.24800, 0.24167, 0.23904, 0.24006, 0.24441, 0.25149, 0.26036, 0.27015, 0.28136, 0.29444, 0.30938, 0.32586, 0.34333, 0.36108, 0.37836, 0.39440, 0.40849, 0.42004, 0.42855, 0.43375, 0.43548, 0.43380, 0.42895, 0.42129, 0.41136, 0.39975, 0.38712, 0.37412, 0.36133, 0.34914, 0.33772, 0.32691, 0.31633, 0.30639, 0.29762, 0.29041, 0.28506, 0.28175, 0.28055, 0.28143, 0.28428, 0.28888, 0.29495, 0.30216, 0.31010, 0.31835, 0.32644, 0.33395, 0.34041, 0.34544, 0.34869, 0.34991, 0.34892, 0.34570, 0.34039, 0.33330, 0.32495, 0.31614, 0.30770, 0.30030, 0.29433, 0.29002, 0.28739, 0.28636, 0.28672, 0.28818, 0.29037, 0.29290, 0.29535, 0.29731, 0.29839, 0.29821, 0.29647, 0.29291, 0.28734, 0.27968, 0.26992, 0.25814, 0.24453, 0.22941, 0.21316
